ID	institucion	acreditacion	carrera	area	subvencionados	desercionagno1	duracion	empleabilidadagno1	ingresoagno4	arancel
621	IP Diego Portales	No	Ingeniería en Prevención de Riesgos	Tecnología	99,4%	50,6%	 10,5 	88,4%	 De $600 mil a $800 mil 	 $ 677.055 
623	IP Duoc UC	7 años	Ingeniería en Prevención de Riesgos	Tecnología	95,9%	20,0%	 10,1 	87,6%	 De $600 mil a $800 mil 	 $ 1.613.371 
625	IP La Araucana	4 años	Ingeniería en Prevención de Riesgos	Tecnología	99,7%	46,6%	 11,1 	84,4%	 De $600 mil a $800 mil 	 $ 1.041.995 
611	Universidad del Mar	2 años	Ingeniería en Prevención de Riesgos y Medio Ambiente	Tecnología	98,9%	41,4%	 11,0 	98,1%	s/i	 $ 1.832.653 
614	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Prevención de Riesgos y Medio Ambiente	Tecnología	98,1%	22,4%	 13,7 	91,8%	 De $800 mil a $1 millón 	 $ 2.172.373 
610	Universidad Católica del Norte	6 años	Ingeniería en Prevención de Riesgos y Medioambiente	Tecnología	95,6%	14,1%	 12,5 	93,3%	s/i	 $ 2.499.000 
624	IP INACAP	6 años	Ingeniería en Prevención de Riesgos, Calidad y Ambiente	Tecnología	96,6%	29,2%	 10,1 	89,0%	 De $800 mil a $1 millón 	 $ 1.361.809 
612	Universidad Nacional Andrés Bello	5 años	Ingeniería en Seguridad y Prevención de Riesgos	Tecnología	86,2%	37,0%	 10,3 	88,2%	s/i	 $ 2.233.459 
627	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Química	Tecnología	90,8%	46,7%	 15,4 	87,9%	 De $800 mil a $1 millón 	 $ 2.464.630 
628	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Química	Tecnología	97,7%	29,1%	 17,4 	85,5%	 De $800 mil a $1 millón 	 $ 2.172.373 
632	Universidad de Chile	7 años	Ingeniería en Recursos Naturales Renovables	Tecnología	66,7%	24,7%	 17,5 	88,0%	 De $800 mil a $1 millón 	 $ 3.236.100 
633	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Climatización	Tecnología	90,7%	66,0%	 16,8 	98,1%	 De $800 mil a $1 millón 	 $ 2.464.630 
634	IP INACAP	6 años	Ingeniería en Refrigeración y Climatización Industrial	Tecnología	94,5%	40,0%	 12,8 	90,0%	 De $600 mil a $800 mil 	 $ 1.531.987 
637	IP AIEP	4 años	Ingeniería de Ejecución en Sonido	Tecnología	91,1%	30,1%	 12,0 	65,1%	s/i	 $ 1.292.808 
638	IP Santo Tomás	4 años	Ingeniería de Ejecución en Sonido	Tecnología	89,9%	38,3%	 10,3 	50,5%	s/i	 $ 1.361.390 
635	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería en Sonido	Tecnología	67,5%	37,8%	 16,4 	60,0%	s/i	 $ 2.836.000 
636	Universidad de Las Américas	3 años	Ingeniería en Sonido	Tecnología	88,2%	31,8%	 15,6 	43,5%	s/i	 $ 2.080.500 
639	IP CIISA	No	Ingeniería de Ejecución en Telemática	Tecnología	99,1%	51,3%	 s/i 	95,7%	s/i	 $ 1.316.239 
640	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería de Transporte	Tecnología	82,6%	18,9%	 14,1 	89,4%	 De $1 millón a $1 millón 200 mil 	 $ 2.332.000 
641	Universidad del Mar	2 años	Ingeniería en Transporte Marítimo y Puertos	Tecnología	93,5%	5,9%	 13,6 	82,4%	 De $600 mil a $800 mil 	 $ 2.225.526 
642	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Transporte y Tránsito	Tecnología	100,0%	35,3%	 17,3 	95,2%	 De $800 mil a $1 millón 	 $ 2.172.373 
651	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Industria	Tecnología	92,9%	19,4%	 11,7 	92,8%	 De $1 millón a $1 millón 200 mil 	 $ 2.464.630 
657	Universidad Católica de la Santísima Concepción	En Proceso	Ingeniería de Ejecución Industrial	Tecnología	95,7%	23,6%	 19,6 	79,4%	s/i	 $ 1.140.159 
658	Universidad de Las Américas	3 años	Ingeniería de Ejecución Industrial	Tecnología	96,9%	34,4%	 10,8 	83,9%	 De $800 mil a $1 millón 	 $ 1.940.059 
654	Universidad Tecnológica Metropolitana	2 años	Ingeniería Ejecución Industrial	Tecnología	95,3%	23,3%	 13,4 	94,4%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.292.221 
653	Universidad Nacional Andrés Bello	5 años	Ingeniería Industrial	Tecnología	90,4%	41,3%	 11,5 	89,7%	 De $1 millón a $1 millón 200 mil 	 $ 2.398.000 
656	Universidad Bolivariana	No	Ingeniería Industrial	Tecnología	100,0%	24,0%	 s/i 	97,1%	s/i	 $ 1.193.750 
665	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Mecánica	Tecnología	86,6%	33,3%	 12,9 	89,1%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.464.630 
667	Universidad del Bío-Bío	5 años	Ingeniería de Ejecución en Mecánica	Tecnología	95,8%	24,7%	 14,1 	87,4%	 De $1 millón a $1 millón 200 mil 	 $ 1.893.493 
670	Universidad de La Serena	4 años	Ingeniería de Ejecución en Mecánica	Tecnología	99,3%	16,0%	 13,4 	90,5%	s/i	 $ 2.367.000 
671	Universidad de Talca	5 años	Ingeniería de Ejecución Mecánica	Tecnología	89,8%	12,8%	 16,3 	93,3%	 De $1 millón a $1 millón 200 mil 	 $ 2.348.633 
673	IP Dr. Virginio Gómez G.	4 años	Ingeniería de Ejecución Mecánica	Tecnología	94,7%	32,3%	 s/i 	83,3%	 De $600 mil a $800 mil 	 $ 1.366.988 
668	Universidad Técnica Federico Santa María	5 años	Ingeniería de Ejecución Mecánica de Procesos y Mantenimiento Industrial	Tecnología	88,0%	15,3%	 15,3 	87,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.388.893 
672	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Mecánica	Tecnología	92,9%	35,9%	 18,7 	85,1%	 De $1 millón a $1 millón 200 mil 	 $ 2.172.373 
663	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería Mecánica	Tecnología	80,0%	52,3%	 s/i 	94,9%	s/i	 $ 2.332.000 
664	Universidad de La Frontera	5 años	Ingeniería Mecánica	Tecnología	94,6%	13,3%	 15,2 	82,7%	 De $800 mil a $1 millón 	 $ 1.963.000 
674	IP INACAP	6 años	Ingeniería Mecánica en Mantenimiento y Producción Industrial	Tecnología	96,3%	34,2%	 10,3 	93,3%	s/i	 $ 1.412.087 
675	Universidad Austral de Chile	6 años	Ingeniería Naval	Tecnología	95,5%	27,5%	 17,5 	77,8%	s/i	 $ 2.600.000 
703	Pontificia Universidad Católica de Chile	7 años	Matemática/Estadística	Tecnología	74,6%	48,6%	 13,0 	76,2%	 De $1 millón a $1 millón 200 mil 	 $ 2.820.000 
1107	Universidad Tecnológica Metropolitana	2 años	Química Industrial	Tecnología	97,2%	19,0%	 16,4 	73,7%	 De $600 mil a $800 mil 	 $ 2.327.204 
1230	IP Duoc UC	7 años	Administración de Redes Computacionales	Tecnología	98,2%	31,0%	 8,2 	82,5%	 De $400 mil a $600 mil 	 $ 1.253.028 
1232	CFT DUOC UC	6 años	Administración de Redes Computacionales	Tecnología	98,3%	32,5%	 6,7 	94,9%	s/i	 $ 1.320.000 
1236	CFT Lota-Arauco	4 años	Administración de Redes y Soporte Computacional	Tecnología	100,0%	39,3%	 6,7 	59,7%	 Menor a $400 mil 	 $ 1.037.841 
1235	CFT La Araucana	No	Administración y Soporte de Redes	Tecnología	98,6%	54,2%	 9,3 	93,7%	s/i	 $ 939.899 
1228	IP CIISA	No	Construcción y Administración de Redes Analógicas y Digitales	Tecnología	98,1%	52,3%	 8,2 	93,6%	s/i	 $ 1.158.229 
1233	CFT INACAP	6 años	Soporte Computacional	Tecnología	93,6%	35,4%	 7,5 	74,4%	 De $400 mil a $600 mil 	 $ 1.150.159 
1231	IP ESUCOMEX	2 años	Soporte en Redes Computacionales	Tecnología	100,0%	78,3%	 9,3 	80,0%	s/i	 $ 878.250 
1229	IP Dr. Virginio Gómez G.	4 años	Técnico en Redes de Computadores	Tecnología	100,0%	29,7%	 s/i 	65,8%	s/i	 $ 1.092.000 
1234	CFT Instituto Tecnológico de Chile I.T.C.	3 años	Gestión de Soporte y Redes	Tecnología	96,8%	40,2%	 s/i 	93,1%	s/i	 $ 800.128 
1254	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Control de Alimentos	Tecnología	99,0%	45,7%	 10,6 	64,2%	 De $400 mil a $600 mil 	 $ 1.550.000 
1256	CFT INACAP	6 años	Tecnología Industrial de los Alimentos	Tecnología	97,1%	36,5%	 7,1 	82,8%	 De $400 mil a $600 mil 	 $ 1.282.821 
1259	Universidad UCINF	2 años	Análisis de Sistemas	Tecnología	94,6%	28,8%	 7,2 	93,6%	 De $600 mil a $800 mil 	 $ 1.014.000 
1265	CFT Instituto Tecnológico de Chile I.T.C.	3 años	Análisis de Sistemas	Tecnología	98,7%	53,1%	 9,5 	88,9%	 De $600 mil a $800 mil 	 $ 888.874 
1266	CFT Simón Bolívar	No	Análisis de Sistemas	Tecnología	99,1%	74,9%	 10,2 	81,0%	 De $400 mil a $600 mil 	 $ 495.000 
1263	IP Santo Tomás	4 años	Analista Programador	Tecnología	98,6%	34,4%	 7,1 	55,7%	 Menor a $400 mil 	 $ 926.147 
1264	CFT INACAP	6 años	Analista Programador	Tecnología	96,1%	36,9%	 8,4 	79,7%	 De $600 mil a $800 mil 	 $ 1.392.110 
1262	IP Duoc UC	7 años	Analista Programador Computacional	Tecnología	98,1%	31,1%	 7,9 	82,7%	 De $600 mil a $800 mil 	 $ 1.263.644 
1261	IP AIEP	4 años	Programación y Análisis de Sistemas	Tecnología	98,5%	41,5%	 8,1 	81,3%	 De $400 mil a $600 mil 	 $ 1.054.109 
1271	CFT INACAP	6 años	Biotecnología Industrial	Tecnología	94,9%	27,7%	 7,0 	71,7%	s/i	 $ 1.220.091 
1291	CFT Andrés Bello	3 años	Computación e Informática	Tecnología	100,0%	43,1%	 6,8 	64,5%	 Menor a $400 mil 	 $ 700.000 
1287	IP AIEP	4 años	Programación Computacional	Tecnología	98,1%	39,2%	 6,2 	59,1%	 Menor a $400 mil 	 $ 1.094.990 
1292	CFT INACAP	6 años	Programador de Aplicaciones Computacionales	Tecnología	96,7%	47,6%	 s/i 	78,0%	s/i	 $ 1.374.281 
1289	IP Dr. Virginio Gómez G.	4 años	Técnico en Computación e Informática	Tecnología	96,8%	38,2%	 6,6 	67,5%	s/i	 $ 1.113.696 
1283	Universidad de Los Lagos	3 años	Técnico en Informática	Tecnología	100,0%	40,0%	 9,4 	68,6%	s/i	 $ 847.958 
1290	IP Santo Tomás	4 años	Técnico en Plataformas Informáticas	Tecnología	98,9%	24,8%	 7,2 	54,9%	 De $400 mil a $600 mil 	 $ 948.355 
1284	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Informática	Tecnología	96,5%	25,2%	 11,9 	87,6%	 De $800 mil a $1 millón 	 $ 1.550.000 
1285	Universidad de Las Américas	3 años	Técnico en Computación	Tecnología	96,3%	s/i	 7,3 	66,2%	 De $400 mil a $600 mil 	 $ 1.259.040 
1286	Universidad de Viña del Mar	4 años	Técnico en Informática Mención Desarrollo de Sistemas	Tecnología	100,0%	s/i	 9,0 	60,4%	s/i	 $ 1.470.500 
1311	CFT UCEVALPO	No	Construcción	Tecnología	95,3%	56,4%	 8,6 	75,0%	s/i	 $ 950.000 
1300	IP AIEP	4 años	Técnico en Construcción	Tecnología	98,9%	36,1%	 6,7 	78,4%	 De $400 mil a $600 mil 	 $ 1.044.110 
1301	IP de Chile	4 años	Técnico en Construcción	Tecnología	99,4%	50,8%	 7,9 	80,6%	s/i	 $ 912.900 
1302	IP del Valle Central	2 años	Técnico en Construcción	Tecnología	100,0%	45,2%	 s/i 	81,8%	s/i	 $ 778.396 
1303	IP Dr. Virginio Gómez G.	4 años	Técnico en Construcción	Tecnología	98,4%	40,1%	 5,4 	66,3%	s/i	 $ 1.053.687 
1304	IP Duoc UC	7 años	Técnico en Construcción	Tecnología	97,5%	31,4%	 7,7 	75,4%	 De $400 mil a $600 mil 	 $ 1.204.697 
1306	CFT Diego Portales	No	Técnico en Construcción	Tecnología	97,9%	48,9%	 6,0 	64,7%	 Menor a $400 mil 	 $ 680.855 
1308	CFT Massachusetts	No	Técnico en Construcción	Tecnología	100,0%	51,9%	 7,0 	55,2%	s/i	 $ 599.500 
1305	CFT Andrés Bello	3 años	Técnico en Construcción Civil	Tecnología	100,0%	32,5%	 7,6 	73,1%	s/i	 $ 700.000 
1297	Universidad de Magallanes	4 años	Técnico en Construcción mención Obras Civiles	Tecnología	87,0%	50,0%	 6,7 	69,0%	s/i	 $ 1.215.000 
1307	CFT INACAP	6 años	Técnico en Construcción y Edificación	Tecnología	98,4%	38,0%	 6,3 	71,1%	 De $400 mil a $600 mil 	 $ 1.355.120 
1310	CFT Santo Tomás	4 años	Técnico en Construcciones Civiles	Tecnología	100,0%	33,3%	 7,4 	56,9%	s/i	 $ 985.941 
1309	CFT San Agustín de Talca	4 años	Técnico en Obras Civiles	Tecnología	99,6%	32,0%	 8,0 	52,6%	 De $400 mil a $600 mil 	 $ 1.156.000 
1298	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Construcción	Tecnología	95,3%	17,1%	 8,2 	68,4%	 De $400 mil a $600 mil 	 $ 1.550.000 
1347	CFT INACAP	6 años	Dibujo Técnico Industrial	Tecnología	94,8%	24,6%	 6,5 	82,5%	 De $600 mil a $800 mil 	 $ 1.158.000 
1360	CFT INACAP	6 años	Electricidad Industrial mención Electromecánica	Tecnología	99,3%	29,7%	 7,6 	85,9%	 De $600 mil a $800 mil 	 $ 1.343.019 
1359	CFT CEDUC - UCN	5 años	Electricidad y Electrónica Industrial	Tecnología	99,4%	41,6%	 6,7 	83,9%	s/i	 $ 1.104.240 
1362	CFT Salesianos Don Bosco	No	Electrónica Industrial	Tecnología	96,2%	s/i	 8,1 	84,4%	 De $400 mil a $600 mil 	 $ 1.086.750 
1361	CFT Iprosec	No	Técnico de Nivel Superior en Electricidad	Tecnología	100,0%	43,8%	 5,8 	76,7%	s/i	 $ 902.300 
1357	IP de Chile	4 años	Técnico en Electricidad y Electrónica	Tecnología	99,8%	45,6%	 6,7 	83,6%	s/i	 $ 934.112 
1358	IP Duoc UC	7 años	Técnico en Electricidad y Electrónica	Tecnología	98,5%	33,8%	 7,4 	88,8%	 De $400 mil a $600 mil 	 $ 1.214.920 
1356	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Electricidad	Tecnología	99,1%	24,8%	 9,3 	83,2%	 De $800 mil a $1 millón 	 $ 1.550.000 
1367	CFT Andrés Bello	3 años	Electrónica Industrial	Tecnología	100,0%	34,5%	 7,3 	67,7%	 Menor a $400 mil 	 $ 700.000 
1368	CFT INACAP	6 años	Electrónica Industrial	Tecnología	97,6%	40,1%	 7,6 	85,4%	 De $600 mil a $800 mil 	 $ 1.336.243 
1366	IP Dr. Virginio Gómez G.	4 años	Técnico en Electromecánica	Tecnología	97,7%	50,9%	 6,0 	86,1%	s/i	 $ 1.124.394 
1365	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Electrónica	Tecnología	96,4%	20,4%	 10,3 	86,7%	 De $600 mil a $800 mil 	 $ 1.550.000 
1417	CFT Lota-Arauco	4 años	Técnico de Nivel Superior en Industrias de la Madera	Tecnología	100,0%	53,4%	 8,5 	59,1%	s/i	 $ 1.037.841 
1421	CFT INACAP	6 años	Automatización y Control Industrial	Tecnología	98,6%	39,9%	 7,3 	86,3%	 De $600 mil a $800 mil 	 $ 1.360.324 
1423	CFT Simón Bolívar	No	Control Industrial	Tecnología	100,0%	45,2%	 8,0 	85,4%	 De $400 mil a $600 mil 	 $ 495.000 
1424	CFT UDA	No	Instrumentación Industrial	Tecnología	100,0%	45,9%	 9,7 	84,8%	s/i	 $ 1.070.000 
1420	IP Dr. Virginio Gómez G.	4 años	Técnico en Instrumentación y Control	Tecnología	100,0%	37,9%	 5,8 	80,6%	 De $600 mil a $800 mil 	 $ 1.127.083 
1418	Universidad de Santiago de Chile	6 años	Técnico Universitario en Control Industrial	Tecnología	94,3%	38,7%	 5,4 	84,5%	 De $600 mil a $800 mil 	 $ 1.537.620 
1437	CFT INACAP	6 años	Mantenimiento Industrial	Tecnología	98,1%	32,7%	 6,8 	81,3%	 De $600 mil a $800 mil 	 $ 1.391.438 
1436	CFT CEDUC - UCN	5 años	Maquinaria Pesada	Tecnología	98,7%	34,0%	 7,5 	91,4%	s/i	 $ 1.114.801 
1444	CFT ICEL	No	Mecánica Automotriz	Tecnología	99,6%	72,9%	 7,1 	62,5%	 De $400 mil a $600 mil 	 $ 779.000 
1445	CFT INACAP	6 años	Mecánica Automotriz	Tecnología	98,0%	37,7%	 7,2 	70,5%	 De $400 mil a $600 mil 	 $ 1.414.795 
1442	IP de Chile	4 años	Técnico en Mecánica Automotriz y Autotrónica	Tecnología	99,3%	46,3%	 6,9 	68,8%	s/i	 $ 917.249 
1443	IP Duoc UC	7 años	Técnico en Mecánica Automotriz y Autotrónica	Tecnología	96,7%	31,5%	 7,6 	73,5%	 De $400 mil a $600 mil 	 $ 1.216.177 
1441	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Mecánica Automotriz	Tecnología	93,7%	23,7%	 9,5 	77,7%	 De $600 mil a $800 mil 	 $ 1.550.000 
1447	CFT Salesianos Don Bosco	No	Técnico en Mecánica Automotriz	Tecnología	94,6%	s/i	 8,7 	78,4%	 De $400 mil a $600 mil 	 $ 1.086.750 
1449	CFT INACAP	6 años	Mecánica en Producción Industrial	Tecnología	97,8%	30,3%	 6,7 	85,0%	s/i	 $ 1.436.735 
1450	CFT Lota-Arauco	4 años	Mecánica Industrial	Tecnología	100,0%	30,8%	 7,5 	66,7%	 De $400 mil a $600 mil 	 $ 1.037.841 
1451	CFT Salesianos Don Bosco	No	Técnico en Mecánica Industrial	Tecnología	100,0%	s/i	 7,4 	74,7%	s/i	 $ 1.086.750 
1448	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Mecánica Industrial	Tecnología	94,8%	26,2%	 9,2 	77,8%	 De $600 mil a $800 mil 	 $ 1.550.000 
1452	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Control Medio Ambiente	Tecnología	95,5%	38,7%	 13,3 	75,0%	s/i	 $ 1.550.000 
1453	Universidad de Antofagasta	4 años	Técnico en Explotación Minera y Técnico en Metalurgia	Tecnología	96,3%	32,3%	 7,0 	100,0%	s/i	 $ 1.280.000 
1454	Universidad de Atacama	3 años	Técnico Universitario en Minas y en Procesamiento de Minerales	Tecnología	100,0%	68,5%	 9,8 	80,9%	s/i	 $ 1.073.896 
1455	CFT INACAP	6 años	Tecnología en Operaciones Mineras y Metalurgia	Tecnología	100,0%	50,6%	 7,9 	81,4%	s/i	 $ 1.337.695 
1464	IP AIEP	4 años	Prevención de Riesgos	Tecnología	98,8%	29,6%	 6,4 	74,1%	 De $600 mil a $800 mil 	 $ 1.058.420 
1469	CFT Andrés Bello	3 años	Prevención de Riesgos	Tecnología	100,0%	37,2%	 6,4 	68,3%	 De $400 mil a $600 mil 	 $ 700.000 
1470	CFT CEDUC - UCN	5 años	Prevención de Riesgos	Tecnología	96,4%	51,0%	 7,0 	73,8%	s/i	 $ 1.108.537 
1471	CFT Ceitec	No	Prevención de Riesgos	Tecnología	100,0%	31,6%	 6,0 	94,1%	s/i	 $ 720.000 
1474	CFT INACAP	6 años	Prevención de Riesgos	Tecnología	97,3%	33,9%	 7,1 	78,1%	 De $600 mil a $800 mil 	 $ 1.366.217 
1475	CFT La Araucana	No	Prevención de Riesgos	Tecnología	98,1%	48,5%	 6,7 	83,5%	s/i	 $ 887.631 
1476	CFT Lota-Arauco	4 años	Prevención de Riesgos	Tecnología	100,0%	35,2%	 7,2 	77,1%	 De $400 mil a $600 mil 	 $ 1.037.841 
1477	CFT Santo Tomás	4 años	Prevención de Riesgos	Tecnología	98,8%	33,4%	 6,7 	67,5%	 De $400 mil a $600 mil 	 $ 1.046.455 
1478	CFT UCEVALPO	No	Prevención de Riesgos Industriales	Tecnología	98,5%	43,1%	 7,6 	88,1%	s/i	 $ 950.000 
1473	CFT Escuela Superior de Administración de Negocios del Norte ESANE	No	Prevención de Riesgos Modular	Tecnología	96,8%	51,2%	 7,4 	83,5%	 De $800 mil a $1 millón 	 s/i 
1472	CFT del Medio Ambiente	3 años	Prevención de Riesgos y Medio Ambiente	Tecnología	95,0%	31,2%	 7,2 	84,4%	s/i	 $ 848.909 
1465	IP del Valle Central	2 años	Técnico de Nivel Superior en Prevención de Riesgos	Tecnología	99,2%	55,8%	 8,7 	79,5%	s/i	 $ 811.720 
1459	Universidad Arturo Prat	2 años	Técnico de Nivel Superior Prevención de Riesgos	Tecnología	98,1%	47,8%	 7,5 	81,2%	 De $600 mil a $800 mil 	 $ 999.577 
1461	Universidad de Los Lagos	3 años	Técnico en Prevención de Riesgos	Tecnología	99,6%	44,1%	 8,8 	80,4%	s/i	 $ 843.262 
1466	IP Diego Portales	No	Técnico en Prevención de Riesgos	Tecnología	s/i	s/i	 7,2 	75,2%	 De $400 mil a $600 mil 	 $ 785.273 
1467	IP Dr. Virginio Gómez G.	4 años	Técnico en Prevención de Riesgos	Tecnología	99,0%	34,4%	 s/i 	44,7%	s/i	 $ 1.118.822 
1468	IP Duoc UC	7 años	Técnico en Prevención de Riesgos.Pev	Tecnología	96,9%	31,0%	 6,6 	83,5%	s/i	 $ 1.207.444 
1460	Universidad de Aconcagua	No	Técnico Nivel Superior en Prevención de Riesgos y Medio Ambiente	Tecnología	98,6%	39,9%	 9,0 	77,9%	 De $600 mil a $800 mil 	 $ 1.034.637 
1463	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Prevención de Riesgos	Tecnología	94,8%	15,8%	 8,6 	76,9%	 De $600 mil a $800 mil 	 $ 1.550.000 
1462	Universidad de Viña del Mar	4 años	Tecnología en Prevención de Riesgos y Medio Ambiente	Tecnología	100,0%	s/i	 7,3 	55,9%	 De $400 mil a $600 mil 	 $ 1.409.699 
1480	IP Dr. Virginio Gómez G.	4 años	Técnico Operador de Plantas Industriales	Tecnología	100,0%	37,5%	 5,4 	82,9%	 De $400 mil a $600 mil 	 $ 1.105.421 
1485	CFT INACAP	6 años	Diseño y Programación Multimedia	Tecnología	91,0%	41,1%	 6,6 	58,7%	s/i	 $ 1.234.123 
1486	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Proyecto y Diseño Mecánico	Tecnología	94,6%	40,6%	 10,2 	88,2%	s/i	 $ 1.550.000 
1487	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Proyecto de Ingeniería	Tecnología	98,4%	33,3%	 10,8 	82,0%	 De $600 mil a $800 mil 	 $ 1.550.000 
1492	CFT INACAP	6 años	Laboratorista Químico Minero	Tecnología	98,5%	38,2%	 8,0 	86,8%	 De $400 mil a $600 mil 	 $ 1.254.052 
1493	CFT Santo Tomás	4 años	Técnico en Análisis Químico	Tecnología	99,2%	50,9%	 s/i 	55,6%	 De $400 mil a $600 mil 	 $ 1.120.065 
1490	Universidad de Santiago de Chile	6 años	Técnico Universitario en Análisis Químico y Físico	Tecnología	98,5%	20,9%	 7,2 	89,7%	 De $400 mil a $600 mil 	 $ 1.537.620 
1491	Universidad Técnica Federico Santa María	5 años	Técnico Universitario en Química	Tecnología	97,2%	38,0%	 9,9 	78,2%	 De $400 mil a $600 mil 	 $ 1.550.000 
1496	CFT INACAP	6 años	Refrigeración y Climatización	Tecnología	95,4%	40,0%	 6,4 	81,7%	 De $400 mil a $600 mil 	 $ 1.498.305 
1509	IP AIEP	4 años	Técnico en Sonido	Tecnología	94,6%	44,4%	 6,9 	41,8%	 De $400 mil a $600 mil 	 $ 1.298.579 
1510	IP de Chile	4 años	Técnico en Sonido	Tecnología	97,7%	64,1%	 6,8 	33,3%	s/i	 $ 1.019.798 
1512	IP Santo Tomás	4 años	Técnico en Sonido	Tecnología	97,3%	48,8%	 8,4 	46,3%	 Menor a $400 mil 	 $ 1.146.667 
1508	Universidad Tecnológica de Chile INACAP	3 años	Tecnología en Sonido	Tecnología	79,4%	30,4%	 7,7 	43,5%	 De $400 mil a $600 mil 	 $ 2.062.000 
1511	IP Duoc UC	7 años	Tecnología en Sonido	Tecnología	85,3%	33,0%	 7,8 	38,1%	s/i	 $ 1.435.556 
1516	CFT INACAP	6 años	Telecomunicaciones, Conectividad y Redes	Tecnología	98,1%	39,7%	 6,6 	88,6%	 De $400 mil a $600 mil 	 $ 1.463.035 
1521	IP Duoc UC	7 años	Técnico Topógrafo	Tecnología	99,3%	30,0%	 7,6 	92,3%	 De $600 mil a $800 mil 	 $ 1.210.000 
